country,co2,ch4,n2o,co2e_100yr,co2e_20yr
BLZ,3818991.221654454,50457.22977310744,723.7633435306508,5421752.722546246,8112418.335496712
BOL,104829669.47351642,2538373.5207107044,52621.32960099944,190045997.12962958,325505026.18513125
BGR,109768026.5181417,650522.6303995277,29344.721127826786,139352395.13490418,178752845.0973903
BGD,264577319.43828395,10871399.85259834,183492.2896699684,622697605.1474593,1218961343.588014
BIH,62655919.865990624,800702.5310276782,7971.944365948191,88149355.1240344,131095361.83406565
BHS,10047638.799918013,22420.23413396977,481.773670913087,10791914.579280518,11992756.783009944
BFA,15769857.01620709,1349081.3065465228,54694.06951784332,69660389.29602842,143318952.38144907
BRN,22781973.65962451,383430.87760209426,794.9670329188097,34132011.02866099,54995214.33758272
BLM,79207.79038242347,885.7834169224055,105.11616323534109,132008.80360818005,179482.98992829904
BWA,35019820.78191596,253015.42717642232,5269.18495580537,44033863.205386,58173437.06931636
BRA,1841682684.6234746,37132317.523441404,1039285.7160246266,3184608318.4877524,5205060178.247653
BEN,12302567.258324575,367416.7275953753,12353.949352270181,27027350.98352905,48036555.28709779
COG,27639568.884559765,962006.6556815562,3451.256689182148,55931120.24947592,107803838.14526507
CUB,80886938.70442593,979430.2666689954,28263.41369869974,116472108.38488525,169844540.04208583
CAF,4985215.063995348,430533.82495040336,17845.671679393185,22407585.803325724,46080621.8871956
CPV,3000233.4161712583,9808.831682991893,471.65226702365936,3402479.5303975265,3925765.0997916646
CCK,16484.809891493365,10.744492724540837,0.34560456700567316,16872.26056568104,17447.870997732258
CIV,49306315.13221903,867358.2326593136,17935.72143766202,81320520.46391964,131386113.77963322
CXR,42614.99542379575,46.17744779241719,0.8595693913084201,44108.376370053506,46582.55575240817
CRI,19029189.29831676,430251.3709642981,8778.89825936713,33977058.176844485,57807273.103474036
CMR,46603912.99198426,1694023.2572633044,35890.35731169798,108161249.26951154,203648732.58224306
CHL,218178468.00187397,1368135.8606415868,48194.55349684855,282241430.3861039,366759931.3289721
COD,47640302.59577415,1561699.545170173,21910.48380393351,100687591.86303549,187779005.87165818
CUW,5191900.470352261,1225.2689338133812,141.9027311686824,5299315.020606628,5351153.422259485
COK,408909.63525520713,1325.6825699600574,34.90988103024332,455209.7572136218,525960.0127671801
COL,211656034.3698665,6027939.0351769915,117585.48703847782,421501110.7011316,756668310.6043553
CYP,15785410.483319389,62106.98931110565,1863.9475289980876,18721587.236530762,22907123.59535594
CHN,23778345921.2759,133232002.09086716,3111156.1223139684,29132582527.79948,36577863427.132774
CAN,1672335188.2656262,8163019.286613493,261758.84148678268,2012257515.1836462,2477202292.9573917
CHE,85177765.2494712,408314.65902639565,16236.066510519579,104679127.71216899,130039026.7813523
CYM,2510865.847929291,1787.6613142677272,66.01202244568101,2577824.3081445517,2673545.685370625
COM,1266870.6235265508,27306.642174027253,290.7363366082451,2099047.9762680917,3559623.7268638527
EST,58939542.98194478,161029.53647124986,12878.120881094737,67488560.19209927,76578842.7012553
FSM,1010685.2388439875,2185.0844876163937,78.44448838583463,1092511.0619237367,1209238.092975165
CZE,230815128.32442302,962560.8104312246,47210.7434454766,278773400.8715574,339881520.2499995
FJI,6255496.789599832,56122.82647570673,870.7039812200499,8321263.550457419,11654913.789778529
ERI,7119892.612707971,277358.1573810037,7855.963268769693,16951606.83443148,31759492.229221195
DJI,3237427.1741032186,75013.32101734952,1664.564047303357,5764686.645313625,9772368.629039252
ESP,598376102.2960857,3239617.361725385,170425.95526583111,756937661.9951737,948104803.0751116
DOM,54147949.35901673,779363.3538153929,19235.326879094857,83287544.64882374,127973928.32931095
FRO,1771683.886657241,3439.8511141372974,445.10956907501094,1987763.3350713605,2171728.107857696
DNK,94680589.70384133,915222.4256021677,37222.94456743809,131665925.43380672,181664642.09511763
DMA,741339.682480883,3894.7229643956052,60.177384557765244,864103.7135786783,1072712.7946574516
EGY,549740874.3210765,4103007.8908233936,170524.08669606314,733541390.3145725,974000876.862174
FLK,11515600.208974356,103.54468818522987,7901.097971636457,13675453.246045982,13680963.007305821
FIN,172116704.14773068,618140.973284879,49471.62659893168,205563483.4232828,241089139.99199656
DZA,455577477.1381533,6012891.566892638,61627.1467774029,644652391.1309077,968501325.9872414
DEU,1731009564.1234057,5236029.072752296,279527.0595712996,1992260552.4430838,2300317846.050658
FRA,849735630.1248622,5159772.920662174,282954.62418599206,1122060260.5341752,1440848108.8907557
ESH,2663344.1719609154,10972.143831896627,222.8594418471424,3022880.518903416,3610904.2036362346
ECU,94562936.84038757,1805726.4568693996,29632.51388225826,153705092.7256229,251550045.3749261
ETH,87876884.39613165,6739110.120518006,246438.5494973076,343679629.210311,702863508.7947532
GGY,294063.1569020175,201.00777855731377,36.741322109407974,309595.9287670627,320361.3508780646
GIB,6268017.75320513,1932.9613216726002,353.2488628348568,6419625.876477955,6522667.22137095
GBR,877930617.5548748,4033165.6274471832,234611.62345625844,1086677071.602342,1336365657.9153771
GMB,4016306.3097016974,94966.96734661513,2059.9927774605303,7209611.426394069,12280974.229185317
HKG,131458623.5480565,308166.3863075486,7712.8142007738425,142360564.76763198,158763996.78474656
GUM,4743283.772197113,1372.3948292323425,159.23751167583686,4824042.9490257315,4896894.509056108
GHA,53699652.51652313,986426.8397768744,22583.198444068665,90008407.46749239,146022160.7389969
HMD,0.0,0.0,0.0,0.0,0.0
GRC,194089165.88590112,876047.0613195078,35581.80936898683,242619971.67928547,304505030.81801736
GUF,1742594.7982954711,5088.689592223897,129.29985293235075,1919033.4301307076,2190832.6662538843
GNB,3465934.453429123,153686.90820590945,3879.726139430801,8810099.869916743,17008602.856534127
GLP,7270154.420459679,7339.664383862606,242.6223220210303,7537446.357403034,7930328.5011014
GUY,12239525.592963677,192199.71916044055,2848.7635829251194,18288091.792734254,28571711.903119583
GRL,1617655.5798797961,4240.181918381718,47.029371007490305,1745982.7891414792,1973166.6756853987
GEO,36585529.42332114,270841.2187062898,10054.095121768667,47472291.09077809,62793962.74396416
GTM,46285788.02883577,1151222.995185557,27085.371595744644,86104535.25783606,148166820.07227227
GRD,1158324.7281049527,3364.4384822630514,66.22154960793628,1274478.574926537,1452983.884116414
GIN,37010453.00663256,1489099.6055269062,27103.543829483715,86606657.78959438,167514904.56477645
GAB,28959228.898812935,909564.3313773405,2945.9177658233402,56640301.2284158,106878697.41298047
GNQ,26533285.868529122,679613.6507913324,389.98905998069506,46001388.82740125,82566127.85207063
HUN,126270124.2634906,562402.1003061547,52103.50512586852,161229544.91605487,195803886.2662132
IRL,110755882.37511076,1382820.370197966,54209.367633635346,166725699.84177747,243447004.1966688
IOT,323974.0694698061,35.72355544290787,11.6022991494607,328186.71578943054,330084.6589873471
ISR,135548286.37992048,694264.6464989776,17364.674231734705,169845032.05077812,222244605.4870362
JAM,22532149.67083137,64214.40055527588,2369.3671801523274,25245542.60917656,29169271.613081023
HRV,43730854.2776583,313891.67040644557,17241.224014491323,58401307.5753034,76314973.8041634
HTI,11064481.727721222,425737.25159803714,9540.529128583328,25525473.576161984,48230217.259579755
IRQ,427148275.1606218,10563064.099287026,41680.93921460479,738268914.8996307,1307778469.863611
IND,4715462024.836361,50167709.06676871,1607829.312062793,6663453157.552645,9440095712.383183
KAZ,492814849.46047866,4996772.879414172,54562.83325955966,651029582.1093892,919604852.6203555
IRN,1646465509.1315625,16404892.562659087,161887.81867210308,2174935257.4922404,3069766651.13023
JOR,55948915.49252336,344228.5733777043,9823.251641259689,72106726.46680243,95521806.1028505
JEY,347396.41433070635,323.81188048996904,57.16449180811557,371836.5644066917,389183.70521810674
IMN,1623611.6835157177,300.08632949573087,74.66281126714146,1652186.7918148492,1668260.8659344607
IDN,1757819079.6388905,22058558.816126797,453676.0340438291,2522551749.6657896,3730831089.6604743
ISL,14302730.013818981,43382.08558453466,2321.2511295859613,17896454.122110635,20544634.310922112
ITA,752424283.679783,3530244.883997921,135407.82630930585,925597074.7828866,1147699441.5498717
HND,30429986.57935601,623693.3262534671,17284.57740265166,53350409.1810566,87837910.81900012
JPN,2914786435.091755,3463142.406758533,152890.58515030137,3101447524.425727,3334288711.0682263
KEN,71327345.40077056,2874038.4255797956,87176.4309750568,175293919.5370818,329075313.64738935
MAF,782040.3350169243,108.51210237132483,13.549465802881638,788716.9118507783,794523.8330900628
KNA,1202328.375180042,2374.2074266489776,55.65248769896237,1282652.3614938096,1410112.1771450713
LBN,62117571.51962662,267769.3061465902,8556.104945593901,75303700.77983539,93959469.96049204
LTU,52883762.49731945,216662.65102069764,44378.53666022722,72860419.67553458,86252806.95816147
LBR,6046636.455305442,245761.18245662015,2847.3144341519896,13743186.415246606,26858665.975011904
LAO,66324235.04737634,547422.3763248855,18078.087306675414,86536840.62206349,115757591.40782517
LIE,283805.25085351453,246.84264994502274,25.876020025531343,297923.4759842508,311035.9924882252
LBY,143550668.58767736,1389211.4315298137,11594.926654847333,192248066.31219298,272955406.0311974
LSO,8007550.31838051,111538.39996534752,3852.6513327300895,12196835.37752228,18135855.3548888
KHM,50029134.54920795,1502859.8120676,29970.780392938246,101561678.17776516,184688134.36276734
LUX,12884293.319150297,42665.40161930731,1677.7828784522985,14682481.769440701,17180408.936468206
MAC,5305353.353069417,3636.9950355376486,463.01247426411726,5533710.194204723,5727609.0235677175
LVA,36281379.159214,211844.5106657292,16665.68089021446,47713035.74086677,60189991.723881155
KGZ,45638543.189278364,568743.5061473215,10018.069714929503,64103136.65282194,94485783.76773645
KWT,265940695.90107435,2504905.8357651895,6581.86013941016,359042195.7839484,517167241.2951394
LKA,62935717.30051438,774474.1302861073,15849.269159793383,89318377.47132903,131720711.2285575
KOR,1446956542.559477,2086377.7067935904,99116.1914861888,1567730804.711781,1710051533.612762
KIR,689903.3857380563,2056.9551585010163,63.55403285413649,763682.0385006339,873744.6201569126
XKX,20108937.621423144,120500.46802036051,798.7830203714009,23698254.398953654,30118573.80544414
LCA,1892215.6537349282,3738.2186217672393,115.06676958186708,2159209.831552594,2586486.0841031447
MDG,34651349.370377444,1552316.3164882683,37880.85084902349,89213614.49389416,173563208.88598084
MSR,141547.03981647783,29.996944046817323,5.067964243007215,143765.15665495506,145366.78122214603
MMR,165309529.62715125,4660010.5664399415,127990.27484443897,331111884.23542833,582426503.8281504
MNE,8932504.950252006,110472.4665881496,906.4171202232457,12251169.257041693,18144600.040633846
MRT,14689730.709371064,676487.4036660715,18563.982416243776,39584729.07255916,76859889.9945528
MHL,1240439.6023122096,272.2142584129548,56.228261555880955,1263331.3688361365,1277885.1095048338
MLT,7197151.567134055,12461.351867428968,648.0925511646991,8332674.687551335,9597881.366280595
MUS,13754844.894233609,54289.30304655231,1568.6202842014607,17803100.014221434,24322230.53863427
MTQ,6159158.24410518,18819.29265593262,1954.6878080485337,7220463.1777133355,8224494.327293783
MDV,4450551.078380517,8945.973472068084,270.2582053961063,4768773.956838961,5247877.489236936
MDA,29059837.947639428,211030.99194487545,7554.192670263674,37442273.73403122,49378355.04223712
MWI,19392940.37196374,422562.18270191434,20003.487850809106,37146587.12365383,60323410.697347865
MLI,48845260.537283845,1897370.4677615177,70795.26791792127,121462758.09926476,223639539.9001734
MOZ,49507618.798839636,854273.0025707803,15839.160573972016,78457129.92842846,124446973.09237444
MAR,129321545.18233883,1837835.1640039822,53534.40402114833,196720527.3991707,298111176.13476735
MKD,16253576.327359522,210669.77740183877,4005.6304928230284,24477787.75666692,37884981.214114316
MCO,725964.4474430603,143.1109209100664,49.81643921338292,743724.069135026,751317.3709786825
MNP,1402417.2401538705,271.0913874095497,33.892057812600015,1419165.1800323816,1433656.5081129258
MNG,99401667.40520348,2395406.324397328,87239.80116942046,189929646.24310163,317662899.8843134
MEX,1236640983.1086082,16271410.678316513,758462.2362304488,1931329948.2874403,2838199523.701336
NRU,101956.047456397,224.60240328969186,5.485823965600472,109634.67261201883,121643.60671183346
NLD,451209290.8882533,1877267.139849193,75091.6204515002,554515768.8193039,653607426.8484277
PHL,340118887.63655937,3810635.9488371355,84040.01477396986,478937651.8697316,694295322.7746835
OMN,245230054.54829726,2350551.074989704,6943.635792641074,314891358.7973613,442240298.75276446
MYS,610853175.4581921,3578654.54594532,67620.21601261236,735429526.8760093,928366862.7744339
MYT,1237961.3878033014,978.9706943040401,76.28129176184525,1285472.714006179,1337925.2826054364
NIC,15985104.296979599,800630.7987478112,17871.2514643412,43378421.00989292,86517432.06329249
NGA,331916411.3549285,16445026.617862653,223748.4913137058,871831326.2770088,1768090221.1205282
NOR,247957560.79303885,3370095.766928711,30905.06380203816,354668227.77558506,536177003.6240341
NPL,40495068.56057487,1423872.8571932446,39052.95478837807,91166795.2935701,167201078.43462768
NAM,24959213.573965743,450964.5166659633,12726.98962429787,41398272.40320216,65934251.734949246
PAK,456174569.1946218,14616119.058019334,391933.4988902355,984486462.1638155,1779741509.9654243
PAN,47463983.77623726,338761.8176149914,9576.94678366715,60629050.52312064,80160787.89129671
NIU,34235.88119244569,105.28698070665871,2.6335611098283596,37871.109936114946,43489.49833512207
NZL,103070067.37328678,2951719.586698764,53828.99957433231,202723869.9809258,364368583.08655494
NFK,42420.794589466626,9.00588627395927,2.0036540493267645,43217.26105454707,43698.71813841116
PCN,7400.258121348055,0.9286023912430219,0.1729161699978684,7474.711003289271,7523.795666751831
PER,157887935.70659834,2597591.1507665603,64533.31565189375,248856323.6210893,389191569.89370984
NCL,11719549.712022912,50921.3721754345,332.19237306423594,13228946.359830232,15943983.234484777
NER,28746895.64983219,1617422.669427997,64703.020366038654,92231365.61666508,179423686.64808103
PRY,31987087.002398185,1893472.7357611842,51578.90920684128,99506439.25976293,201601630.17529064
PLW,1312968.9255704482,2095.70797382897,39.473069861730394,1382096.3971045318,1493856.8440049945
PSE,7448801.800052181,52688.56491148722,2363.3282749371397,9545157.16172221,12361626.006825132
SEN,41164565.515105225,693295.9848416954,24263.54029981064,68706022.13157254,107857292.31309702
SGP,227467653.62181938,140881.6760486632,8585.712016218515,248754997.6651565,267953501.1246664
ROU,201319423.8789828,1754480.739362586,82322.7652486006,279492910.8257167,378099596.0914142
SGS,755522.6257400699,1816.9255931278258,48.78125533217309,774070.3260161307,784364.2585260782
PRT,160881972.0757803,648263.0687542863,27317.282348833385,193156831.79052347,235328723.6000041
RUS,5004930129.064113,51491551.1298241,558343.44509637,6701613213.9466505,9465796489.13349
PNG,80838760.55983669,393934.84296211053,10707.213533167593,94978699.00855096,116039794.9031991
POL,707829830.9484837,3928639.990776897,193705.79707207426,883888794.3489603,1104273391.4442246
PRK,121485158.17249762,2281069.95341745,18326.373363624993,194415162.80556735,322226841.044924
PYF,4540742.9036441455,5834.385816363737,218.45165230168348,4760768.112760383,5072831.1140003335
SDN,88506126.47971669,4402590.66772643,140292.37192879472,251382649.70413777,489498420.8480679
RWA,15609139.55631061,342291.8081219967,9958.332487067924,27907752.042109996,46288230.017659254
SHN,176074.08065468844,119.06135783559185,7.868874987647089,181543.52237877328,187894.4988619845
PRI,39904014.77029685,125548.33871956782,4370.6235842672295,44689074.90997943,51402345.91276292
REU,12738222.76364749,9489.940270886413,630.0769128654247,13175551.37559755,13681405.836284086
SAU,1532751701.0635407,7551724.746860076,50953.95754534011,1835323588.1794984,2322270903.3775697
QAT,352137294.4769108,5706142.796978796,4814.697050178468,517081612.35909784,826276144.1425644
SOM,15324803.27270727,1592731.4525243132,40266.810540958635,73002530.2108504,160542141.8842863
SVN,31537413.294653405,207840.72869752764,5516.1293106503235,39998024.948921636,51866956.69486821
TCA,1472627.9468066567,794.6993285422462,41.46197188510246,1505805.0832852102,1548332.1922376363
SUR,8781239.011312084,107454.86753830063,1211.2418048707927,12088023.318847697,17825442.93320236
SLB,2024245.4903608572,15255.503674303836,181.44868775735327,2492402.7746318076,3308693.1847251
SSD,35071849.816962905,1527428.321703341,38016.41962179984,87615295.5315808,169231769.2524671
SWZ,6097737.233357746,75409.94800382355,2599.4387062934543,8905634.366588503,12929102.979363527
SRB,110399851.32216606,607379.5985038673,20363.31844777884,132835858.82821606,165246769.44427595
SYC,2524495.576680383,4285.38469313579,101.71751791522725,2669201.2621871866,2898769.9399437155
SXM,1496577.3695977936,456.65603898771275,74.2441811545478,1529601.2313043464,1553998.7323258517
STP,542488.2528286026,3413.8820358602725,118.91591904251297,670961.3328394671,852837.0718703637
SVK,84257772.67797202,314398.9067285032,24069.350980896397,102439864.30482562,120806516.25432193
SWE,177916276.8613888,438017.3572490907,65933.37022597501,211929584.2431319,238371677.76266602
SJM,212491.1030941406,36098.204250114286,11.077986233533702,1197416.2378473838,3132273.278008266
SLV,19895309.284002002,244416.40369480418,7589.8276644138505,29255060.82214378,43015981.54133278
SLE,10382244.358828913,508568.8272206996,6223.846319681535,26119213.210957322,53314376.222102344
SYR,72390912.8033301,745879.0063874002,29611.393610883104,107530879.87865655,155324037.37348294
SPM,179951.24468372748,391.64149974626224,5.190056266286775,192038.07987561793,213023.72680078362
SMR,161829.71481156367,225.76658681889913,24.482105398366418,174907.2728873119,186920.20078085284
TCD,33526058.381599803,3567446.1703569354,129297.31938048567,168983719.60586122,360157105.59562373
VAT,27240.805883288864,51.76767628273091,0.8964895447674582,28988.19423687564,31729.941075984447
TZA,72529458.71910587,2978778.59867208,98073.0468323814,182263471.53147498,341174956.9225786
URY,22552358.92855071,2067927.872286344,42537.336311463245,91840469.05009058,202598632.65032336
UMI,5059.74202445739,2.258785451638795,0.18183777530564865,5172.125504057255,5292.745434114644
TUN,75196440.15255213,595804.7703605471,23221.464410693767,100000333.57753749,134199614.10195436
TWN,554538347.7996329,721246.8608238569,26028.235323318455,596041764.4441763,633649613.1706975
TJK,24494507.92985445,557449.7628758756,9965.895893933946,43139299.91360511,72801789.60638855
TON,806432.9631219328,10967.72708945235,111.38051327040344,1142177.4172155075,1727060.458200042
TKM,196633299.09982815,3321328.184435894,36993.22584745787,300739357.49533916,477962148.7710955
USA,10961617652.251507,53018689.88883733,1506552.1931853665,13307907129.72314,16501558963.288887
TUV,301425.2757331091,549.6910219145831,21.56054309588684,322634.3005358128,351951.5453492926
UKR,673318311.0591646,5871990.436544589,189818.76619429613,890886433.8349689,1206754702.3461397
THA,667970856.5967381,8395025.402231183,149584.27995991608,987526378.6246073,1490152245.5459309
TUR,888334113.4518244,10994007.553714445,279748.67521009984,1283591048.006919,1889759680.3168368
UGA,39516533.9785047,1652495.7640249976,57930.194975835926,101260674.45343259,189449277.563492
TTO,85102105.2500215,1017966.7262059059,1874.950888994798,116548024.61532287,173411539.69598702
TLS,9684650.224922748,179242.9820544266,1856.1601715067072,15238576.315822968,24779418.60381463
TKL,9299.332391230675,43.681124208704354,1.4889056967602483,10919.28618458565,13250.142154837813
TGO,10092791.353275206,256696.6280055484,8394.763663723326,20511609.905492727,35369865.78138478
UZB,276480872.2643695,4615383.994350003,76394.49578273017,425917284.6203097,672752170.9099905
VCT,998416.1373249411,3338.5024397469438,64.64689281911973,1107612.095677794,1286745.4989023323
VEN,674387041.0532308,14270620.434406877,72151.6379207596,1103472145.709647,1876147038.7915816
VGB,1025534.9929298842,400.79469536673116,33.681482488670845,1045840.818384222,1067268.1170954048
VIR,2374212.8623582195,678.7352477444775,105.03276429379477,2512929.7746713865,2549159.69348624
VNM,638912947.2595443,8595508.104647726,160529.63011765544,933455913.8891603,1404649318.6409533
VUT,1125944.5367619041,16695.3695596698,166.61586381233246,1632811.1926541645,2524709.8490304323
WLF,175106.44259454668,126.05649537556418,3.797806160143018,179606.23546730212,186351.37845450407
WSM,1046459.4650059543,9217.526440656375,158.9515239095085,1345202.7298622944,1837380.6810112537
YEM,32911176.79059693,787437.2522595329,28822.807746923787,70104299.87167972,121474970.64748427
ZAF,1073356913.5032845,5829696.8914006,117955.35061637401,1290520349.6685429,1621819270.8089604
ZMB,61106408.0279241,539439.3348297412,32548.79785718166,85111970.42020899,113858822.83099268
ZWE,40472718.27369375,813815.4208848496,19198.060979875005,69333667.0688244,113766718.54628232
